feature_name,num_sources,num_numeric_sources,num_discrete_sources,discretizer_in_use,normalizer_in_use,group_in_use,binary_in_use,max_discrete_source_value,min_discrete_source_value,avg_discrete_source_value,std_discrete_source_value,max_chi_source_opattr_value,min_chi_source_opattr_value,avg_chi_source_opattr_value,std_chi_source_opattr_value,max_numeric_source_value,min_numeric_source_value,avg_numeric_source_value,std_numeric_source_value,max_ttest_source_opattr_value,min_ttest_source_opattr_value,avg_ttest_source_opattr_value,std_ttest_source_opattr_value,cp_data_group_2_avg_t,cp_data_group_2_std_t,cp_data_group_2_max_t,cp_data_group_2_min_t,feat_mutual_info
abdomo_protein_norm_group_by_peripheral_pulse_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.006853743695848959,0.0038433886159159893,18.831133109849823,18.831133109849823,18.831133109849823,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_peripheral_pulse_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_peripheral_pulse_group_4_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_group_by_peripheral_pulse_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5301219.0,5302274.023923445,1881.377161377036,-40647.005183682006,-40647.005183682006,-40647.005183682006,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_peripheral_pulse_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,2366.7416267942585,1327.2028002367254,-25.64657900910439,-25.64657900910439,-25.64657900910439,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_peripheral_pulse_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_norm_group_by_peripheral_pulse_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9990782215737956,0.9992987427283897,0.000393245550773447,15.954102677308628,15.954102677308628,15.954102677308628,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_peripheral_pulse_group_4_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.7607655502392343,0.4266161363666748,13.695253322463246,13.695253322463246,13.695253322463246,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7110.5414634146355,37.975,6975.181339712918,969.0310151320572,-103.64709890851981,-103.64709890851981,-103.64709890851981,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.825,69.79658536585366,69.91196172248802,0.8259690146119036,-176.9843050835069,-176.9843050835069,-176.9843050835069,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.175609756097561,0.0,14.885167464114833,2.0792503829082842,-23.8343962140736,-23.8343962140736,-23.8343962140736,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000628160198231,7.281292592027064e-05,0.1962352561519972,0.027401158648254403,15.355980884682896,15.355980884682896,15.355980884682896,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_norm_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758008008008008,0.697663517175712,0.6988184356605408,0.00826795810422331,16.820873121216437,16.820873121216437,16.820873121216437,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004878048780487804,0.0,0.004784688995215309,0.000668354350018735,18.8376880889657,18.8376880889657,18.8376880889657,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_peripheral_pulse_group_5_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527702.0,521399.0,521519.63157894736,863.5906809744582,-8717.048402201814,-8717.048402201814,-8717.048402201814,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,35.4,35.43444976076554,0.24662275515691381,-83.14155364103824,-83.14155364103824,-83.14155364103824,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.1,0.16124401913875597,0.43844045361229017,18.07018064771043,18.07018064771043,18.07018064771043,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_norm_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001317453383303066,0.0,2.5214418819197435e-05,0.00018050776843388838,15.938200716875476,15.938200716875476,15.938200716875476,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0898355983101896e-05,0.0,9.74131214987596e-07,6.973718214172196e-06,18.851161674512557,18.851161674512557,18.851161674512557,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_norm_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03203203203203203,0.0,0.000613053244632192,0.0043887933294523545,18.846815168990457,18.846815168990457,18.846815168990457,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_peripheral_pulse_group_5_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_group_by_peripheral_pulse_group_5_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,534053.0,5214306.971291866,653766.2330892244,-115.02857662061461,-115.02857662061461,-115.02857662061461,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_peripheral_pulse_group_5_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,3051.4593301435407,426.24632849619843,-103.20649377840208,-103.20649377840208,-103.20649377840208,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_peripheral_pulse_group_5_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_norm_group_by_peripheral_pulse_group_5_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0026449397290682075,0.9809118648751974,0.13665025157428132,16.069653049827618,16.069653049827618,16.069653049827618,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_peripheral_pulse_group_5_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.9808612440191387,0.1370126417538407,13.034287792066417,13.034287792066417,13.034287792066417,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.473043478263,4552.484042553191,6975.181339712919,2190.353249660915,-45.78733144172367,-45.78733144172367,-45.78733144172367,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.29893617021276,65.5086956521739,69.91196172248802,4.870347195767001,-92.88997330896531,-92.88997330896531,-92.88997330896531,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.05217391304348,0.0,14.885167464114835,13.457634581503099,-7.345208526752287,-7.345208526752287,-7.345208526752287,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25223169620123687,0.12772897311303372,0.19623525615199716,0.061936321905547174,15.180277748354403,15.180277748354403,15.180277748354403,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_norm_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7527421038059338,0.6547416982199589,0.698818435660541,0.04875222418185203,16.66192757557142,16.66192757557142,16.66192757557142,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913042,0.0,0.004784688995215311,0.004325822752009994,18.853691743262743,18.853691743262743,18.853691743262743,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_mucous_membrane_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526802.0,521399.0,524371.9425837321,2687.828337847651,-2808.4194508305222,-2808.4194508305222,-2808.4194508305222,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,35.4,35.66985645933014,0.2984817698886904,-79.77336531676427,-79.77336531676427,-79.77336531676427,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.5952153110047845,0.4477226548330346,18.819310199677282,18.819310199677282,18.819310199677282,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_norm_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011293353371388953,0.0,0.0006214046113443683,0.000561810017045096,15.934583403218415,15.934583403218415,15.934583403218415,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6966118661033893e-05,0.0,7.630694517402803e-06,8.440128543478205e-06,18.851114476328075,18.851114476328075,18.851114476328075,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_norm_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.004957110220268115,0.004481708256586932,18.853782749995528,18.853782749995528,18.853782749995528,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_mucous_membrane_group_1_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_group_by_mucous_membrane_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5301219.0,5303202.4449760765,2193.8410086818694,-34784.079179844666,-34784.079179844666,-34784.079179844666,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_mucous_membrane_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,1711.7942583732058,1547.6279768728562,-15.9427068661239,-15.9427068661239,-15.9427068661239,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_mucous_membrane_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_norm_group_by_mucous_membrane_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9990782215737956,0.9994928013444329,0.00045855676016446755,15.952055826957947,15.952055826957947,15.952055826957947,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_mucous_membrane_group_1_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.5502392344497606,0.4974696164811495,13.039071719426497,13.039071719426497,13.039071719426497,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.473043478263,4552.484042553191,6975.181339712919,2190.353249660915,-45.78733144172367,-45.78733144172367,-45.78733144172367,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.29893617021276,65.5086956521739,69.91196172248802,4.870347195767001,-92.88997330896531,-92.88997330896531,-92.88997330896531,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.05217391304348,0.0,14.885167464114835,13.457634581503099,-7.345208526752287,-7.345208526752287,-7.345208526752287,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25223169620123687,0.12772897311303372,0.19623525615199716,0.061936321905547174,15.180277748354403,15.180277748354403,15.180277748354403,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_norm_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7527421038059338,0.6547416982199589,0.698818435660541,0.04875222418185203,16.66192757557142,16.66192757557142,16.66192757557142,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008695652173913042,0.0,0.004784688995215311,0.004325822752009994,18.853691743262743,18.853691743262743,18.853691743262743,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_mucous_membrane_group_2_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526802.0,521399.0,524371.9425837321,2687.828337847651,-2808.4194508305222,-2808.4194508305222,-2808.4194508305222,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,35.4,35.66985645933014,0.2984817698886904,-79.77336531676427,-79.77336531676427,-79.77336531676427,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.5952153110047845,0.4477226548330346,18.819310199677282,18.819310199677282,18.819310199677282,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
hospital_number_norm_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011293353371388953,0.0,0.0006214046113443683,0.000561810017045096,15.934583403218415,15.934583403218415,15.934583403218415,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_norm_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6966118661033893e-05,0.0,7.630694517402803e-06,8.440128543478205e-06,18.851114476328075,18.851114476328075,18.851114476328075,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
abdomo_protein_norm_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.004957110220268115,0.004481708256586932,18.853782749995528,18.853782749995528,18.853782749995528,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.85116858159639,18.85116858159639,18.85116858159639,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_norm_group_by_mucous_membrane_group_2_and_min_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_group_by_mucous_membrane_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5305629.0,5301219.0,5303202.4449760765,2193.8410086818694,-34784.079179844666,-34784.079179844666,-34784.079179844666,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_mucous_membrane_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3111.0,0.0,1711.7942583732058,1547.6279768728562,-15.9427068661239,-15.9427068661239,-15.9427068661239,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_3_group_by_mucous_membrane_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.938184474064938,15.938184474064938,15.938184474064938,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
hospital_number_norm_group_by_mucous_membrane_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.9990782215737956,0.9994928013444329,0.00045855676016446755,15.952055826957947,15.952055826957947,15.952055826957947,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_norm_group_by_mucous_membrane_group_2_and_max_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.5502392344497606,0.4974696164811495,13.039071719426497,13.039071719426497,13.039071719426497,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
rectal_temp_group_by_capillary_refill_time_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8955.473043478263,4552.484042553191,6975.181339712919,2190.353249660915,-45.78733144172367,-45.78733144172367,-45.78733144172367,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
abdomo_protein_group_by_capillary_refill_time_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.29893617021276,65.5086956521739,69.91196172248802,4.870347195767001,-92.88997330896531,-92.88997330896531,-92.88997330896531,0.0,15.66200159403296,7.737469367356775,19.173292221000665,-20.051814787781353,0.025341346804768457
lesion_2_group_by_capillary_refill_time_group_1_and_mean_disc,1,1,0,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.05217391304348,0.0,14.885167464114835,13.457634581503099,-7.345208526752287,-7.345208526752287,-7.345208526752287,0.0,12.974355802893552,7.042606453173042,16.26030811346921,-20.861348306079208,0.025341346804768457
